index,answer,prediction
2919,"именование
призывник",UmeHoBaHue npu3blBHuK
2920,завком,湘
2921,Максименко,MakcUMeHKO
2922,"внутренность
явление 47296
Микша
Шкредова
9762685709",BHyTpeHHOcTb 47296 ABneHNe Mukwa llkpenOBa 水水 9762685709
2923,18337,18元
2924,лыжня,KHA
2925,бишь,6uwb
2926,"Нуриахметов
9053024441
пьяноватый
money    :
пластинчатый",HypuaxMemo8 9053024441 nbAHoBambli money nacmuHyambli
2927,"97420
вязка",97420 BA3Ka
2928,МРОТ,MPOT
2929,"Савинская
мыльница
наглый",CABHHCKAX MLIBHHIA 特 494 HATIHA 2'9.22  9991 8
2930,"visit
загс
Клим",VISIT 3ArC KΛUM
2931,"трлн
запить
мудро",临 TPJIH O 3auzTb MyapO 福
2932,"супрефект игрек
Сивкова пересылать",cynpepekm u2pek CuBKoBa  nepeCblnamb 9
2933,"Сокол таможенный
дочиста сохатый",CoxOn TAMOXCEHH盘 其OAHCTA COXATHL业
2934,"переплетение
прикидывать
завести",HepeIeTeHHe IpHKHAbIBaTb 3aBeCTH
2935,"Киеня
Шубин",10 IIC AZT KveH   Uy6H 
2936,яблонька, O o
2937,"нервический кой-что
Стелла излишек
обладать
постиндустриальный",Hepeuyeckuu  kou-umo Cmenna u3Auwek obnadamb nocmuHdy cmpuaAbHbiü C C C O C -
2938,"дайвинг
Куба
четный",AaBnHr Ky6a HETHbM   
2939,Грек,rpek 了
2940,"порубка голышом
Орех гуморальный
ужасно шарф",nopy6ka 2onbluuom Opex  2yMopanbHblu yxaCHO wuapΦ 口
2941,"густеть покалечить
сдружиться инспектор",rycTeTb nokaeyNTb CAPY>KHTbCA WHCreKTop
2942,"басовый
Верина
фотон
капрал
бороздка",d 6acOBbIN BepNHa CPOTOH kanpan 6op03nka
2943,увалень,JBaneHS C 
2944,Рябов,Pa6oe 
2945,друид-,ApyW-
2946,"оный
Гасюк
Фенько
такси(",OHbIH TacIOK ΦeHbKO TaKCH( M
2947,"маразм
Вежновец",Mapa3M BeKHOBeLI
2948,микроволновый:,
2949,"лоза
55375?
юрьев",n1030 55375? ropbeB
2950,"Янов
носить
впредь",AHOB HOCMTb BnpeAb
2951,"низость
поспрашивать",HVBOCTb nOCnpauuMBaTb
2952,Ким обрамить,Kwm  06paMUT b
2953,"сумбурно
стыковой гостеприимно",CyM6ypHO CTbIKOBON rOCTenPNNMHO
2954,Радько?,NEM PaAEKo?
2955,"Усанов
Лещик",yCOHOB Mewuk
2956,"нерегулярно -
26922
зубило seven",HeperynApHO 26922 3y6wo seven
2957,Котов,Komoe
2958,"13098,","INVESTING 13098, "
2959,"дырочный  .
support
Клементьева",OH support KneMeHTbeBa
2960,Филонов,QULOHOB
2961,"подспудный
Юрова   ,",noncnyAHbN HOpoBa Mpa VKa upa MAe ® Te? K
2962,горечь,20peyb
2963,"грановитый
обличие
рыба лицей!",2patoeumbi Co 06nuuue phba nuyei!
2964,плач),a A)
2965,вереница,Bepenna
2966,неуд,！ Heya
2967,Голубец Тороп,Fonybeu Topon
2968,mark,mark
2969,прут,IPYT A 2 R  an
2970,"напряжение посветить
Никонова кашпо матовый
Печерский дифракция  ?",HanpaxeHue noceemumb HuKOHOBa kawno Mamoebiu euepckuu ducppakuua 2. 京 L m camm Y   电电1133173777
2971,эльф,
2972,макет,mI Makem
2973,Селюн,CEJIOH #
2974,"Козленок
пунктир
тигрица",KOSTeHOK nyxip Tyrprara
2975,"кантон эпицентр
Кирюхина
изучение Алешкина",KAHTOH 3INLBHTP KVPIOXVHA VBYUEHVE AMEKMHA 
2976,проектно-сметный туника,nPOEKTHO-CMETHbIN TYHNKA R moRen HBA a A
2977,"Кишкурно
онковирус,
аконит-","KuwkypHO OHKOBMPyC, aKOHNT- "
2978,"копить
Бурый
Суслов?",KOIITB Bypani CyCIOB!
2979,Голованов,3 福
2980,"считывать!
челночный",CUVT bBaTb! YenHOUHbIN
2981,"ситник
иволга
Желнов",AH-246HG VBOnTA KENHOB D PESKI
2982,"удаться
погибнуть",yoambca no2u6hym6
2983,"правдивый биомасса
свободомыслие",IpaBIHBbIm 6HoMacca CBO6OIOMBICIHe
2984,ходовой,XOROBOA
2985,лесоразведение,·
2986,направление,HanpaeneHue
2987,разгром,pa3rpom
2988,"проба
дальше
подлость",npo6a AOABHE FOAN
2989,"живучка
писаться",Hcuey uka nucambca
2990,"пороховница
Рахманько
названивать",mOPOXOBHMLa PaXMEHbKO Ha3BaHVBaTb
2991,идеология,udeon o2ua F
2992,меню,MEHO
2993,"Тетерев
чирей
ощущать
осыпь",TeTepeB unpe oly laTb OCbInb
2994,"илистый
возле
окраина",EIACTSY BOBTe okparta
2995,перегиб откопать,nepe2u6 omkonamb
2996,19678,  19678 11
2997,Береснев,5epecHee 8884
2998,гиперссылка,rurepccbuika 
2999,"провокационный
Лапина панк",npOBOKaLNOHHbN 八anNHa naHK 
