index,answer,prediction
2079,"запросто
Дядюк дружба",G * * * ** 5 * * * * T × × × × × × × × × × 4 × × × × - B × × × × × X C Ⅲ  * ** +* p* * ** 4 × × × × × × × × × × × × × × × X × запросто Дягok C gpyxδa * * T * × × × × × × × × × × X × × A B × × × X X F G   H * ** * ** ** * * × × × × × × × × × × × × × × × × × × × × × C F + . * * * ** * \ ↑ ↑ × × × × 7 ↑ × × × × × × A A × × ↓ ↓ B × × ×
2080,"НИОКР
Илюшина",HMOKP Илюшина
2081,гепатит,senamum 00 2 
2082,"сжирать
чех Авилова
Гутман Драчев",сжирать Авилова yex TyтмaH Драчев 
2083,"угольный?
бородач !",угольный? бородач h togely 2
2084,"укрыть
текущий",укрыть текущий
2085,list,list 
2086,обогнуть!,6
2087,байда,6айда 
2088,"плут
челн)",нnут челн)
2089,нисколько,HUCKOJbKO I
2090,"9264143218
сквернословие
9466603609",9264143218 сквернословие 9466603609
2091,еврей,еврей P
2092,"прикрыться
длиннополый
прозрение.",ПРИКРЫТЬСЯ длиНнополЫй ПРОЗРЕНИЕ.
2093,слыть,слыть 
2094,вследствие:,
2095,близ,Itu 6n3 
2096,"проистекать
сучонок лягнуть",проистекать сучонок лягнуть 1388 t
2097,лета,Aεтa ge 
2098,"Нехаев
гайдук",Hexaev гайдук
2099,топкий,Топкий 
2100,"дедок
объезд",дедок объезд
2101,"сходни
Караев
Дудик",СхоДнИ Караев Дудик
2102,кули,KYЛИ <<<<<<<<<<< <<<<<
2103,"Горбач придерживать
телеэкран special   ?
откидной Вебер особняк)",Горбач придерживать телеэкран sресиа ? откидной Вебер особняк)
2104,сравниться,ЬCЯ 
2105,"Назарова
сверхплановый
9691047054",Ha3apoBa sverhplanovyy 9691047054  
2106,свершаться,свершаться Luer Sl
2107,"старуха
plane",старуха plane
2108,"Михалюк
31601
хищный)",МихалюК 31601 хищный)
2109,"Шкраба навсегда
дылда Скакун перелетать
косвенный истлеть
засматриваться",Шкраба a навсегда Скакун дылда перелетать ( косвенный истлеть засматриваться
2110,"скальный
Ясинская",скальный Ясинская
2111,post,post
2112,"пристроить!
Ерошкин",пpистроить! Ерошкин
2113,нещадно,  
2114,ошейник,  ошейник
2115,"поглощение
Целикова
облачить ,",W35 2A09 $712 * NX O поглощение Целикова облачить
2116,"завлечь
ужать
Анкуда",завлечь ужать  Анкуда 
2117,осмеять;,осмеять;   250 0500 Ave. Data Curso ATON 9 PSI REAR MOUNT Date:
2118,среднероссийский,среднероссийский elecom
2119,"выцарапать
вживание
Карелия",выщарашать вживание Карелия *
2120,"сокращенно вона
азот закашлять
мультсериал",сокращенно вона азот закашлять мультсериал
2121,сомлеть,сомлеть
2122,"складочка
гомеостаз:",складочка ромеостаз.
2123,вделать,еделать
2124,"мидия agree 9257663503,
отпугивать склеиваться:","мидия agree 9257663503, отпугивать склеиваться: "
2125,"сухаревский
Чехович",сухаревский Чехович
2126,cool.,COOL.
2127,"трусливый разглядеть
худшее wing
очухаться вакса)",трусливый разглядеть xydwee wing очухаться вакса)
2128,"Жилинская!
вперед
Ткачук)",Жилинская! енеpед Ткачук) 
2129,степ.,степ. 
2130,"гладь
Шиков",гладь Шиков
2131,"засеменить 51416
9055175630 выбросить",51416 засеменить 9055175630 выбросить
2132,альтовый,альтовый 
2133,прикупать,100  
2134,Малетина,Мaletiнa
2135,"радиотехника
допустим",радиотехника допустим 
2136,Зайнуллина, зайнуллина H
2137,Сочи,Сочи
2138,41991,471991
2139,Женя,*еня hat 100
2140,кодон,
2141,"лего
ковровый
Максаков?
Машин",nего ковровый Максаков! Maшun
2142,далековато, далековато
2143,синь,СИНЬ 
2144,шпала-,шнала-
2145,"деньги
distant куртизанка
Дворникова    ?
ручаться
Шевель пошиб   .",  деньги distant куртизанка Дворникова ручаться Шевель пошиб
2146,"шуметь
эссенция
Нагорный",шуметь эссенция Нагорный 
2147,предвидение,  предвидение
2148,Шепелев!,Шепелев!  -6 X
2149,"восполняться
нерешаемый -", восполняться нерешаемый 
2150,"тужурка
хандра", тужурка хандра
2151,"Шаркевич
балетный дож
незамеченный(",Шаркевич балетный ДОЖ незамеченный(
2152,паяц,наяц  
2153,"неделимый(
Маркович
рецензия",неделимый(  Маркович рецензия
2154,высокомерно,BbK
2155,удить),удить)
2156,case,case
2157,"Янушкевич
умолчание
Андросов обжаривать
помешанный Омаров",Янушкевич умолчание Андросов обжаривать помешанный й Омаров
2158,коса,kоca
2159,Гаджиев,Гаджиев  
2160,Хомец,Хомец RC
2161,"Здор
Стриго",fifs 3дop Стриго
2162,hope,hope
2163,"Госплан 93816
половик Гараев
корпус всяко",Фосплан 93816 Гараев половик корпус БСЯКО
2164,Свиридова,Свиридова
2165,Дятко,Дятко
2166,фрагментация,фрагментация 
2167,каталка,каталка  
2168,"аромат травля палисад
превосходство
Христенко 9963402727",apомат травля налисад превосходство Христенко 9963402727
2169,"мушиный)
комплектование;", мушиный) комплектование;
2170,"Чуркин;
доплестись-
выжать",Лyркин; доплестись вbжатb A
2171,казать,казать
2172,нулевой,нулевOй
2173,"ситный
круто",H GA   ситный КРYТO
2174,харя, харя
2175,"вздыхать
чашечка мул
Фрейд
йод придаточный",ВЗДЫХАТЬ ЧАШЕЧКА MYЛ ФРЕЙД ЙОД ПРИДАТОЧНЫЙ *
2176,"подгадать
запутывать помпон
патриарший art",подгадать запутывать нОмПОH патриарший art 2 1G2 SES30 SANOT TE AAT O O A147 EA WI   DT  2   AAZT IK CWAZ XOAA- AA  T P O E O . a INON SN WONTEINTISAY LL ZAMENHS OWN 19R7ON CONA  RSTAND STIDMEAR IRAN SER DNTSIOIST MTEUG WESOAUNDWANACIN NND4SOS TRANZOOHENEOMINDGAONDES O SKHIN SABTIINORDINS UND DAS BIIN DOKTOKAT DER UNNIRIIDKCAARSIDGE SN LSEN WOR DOR JORDERIG EN GANOCING DURON ISENTO SENSONTUMS UND DEKVOLASE GOWIDMET SM 
2177,"этап
купальня)",этап KY нальня)
2178,"skin
чувал!",skin чувал! 
2179,откармливать,
2180,"неопытный
голосовой",неошытный роносовой G GO
2181,"амплитуда
стиляга отягчать",амплитуда стиляга отягчать
2182,"кнопочный
Белаш
Савостьян
Китова",КНОПОЧНЫЙ Белаш Савостьян Китова 
